branch,state,category_code,category,name,igod_org_id,website,listing_url
jud,,J003,District Courts,District and Sessions Court Aurangabad Maharashtra,,https://aurangabad.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Azamgarh,,https://azamgarh.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Balaghat,,https://balaghat.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Ballia,,https://ballia.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Balodabazar,,https://balodabazar.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Barwani MP,,https://barwani.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Bastar,,https://bastar.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Basti,,https://basti.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Bemetara,,https://bemetara.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Budaun,,https://budaun.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Chitrakoot,,https://chitrakoot.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Deoria,,https://deoria.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Dhule,,https://dhule.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Dindori,,https://dindori.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Diu,,https://diu.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Gonda,,https://gonda.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Hapur,,https://hapur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Jaipur Metropolitan I,,https://jaipurmetro1.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Kannauj,,https://kannauj.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Kanpur Dehat,,https://kanpurdehat.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Kanpur Nagar,,https://kanpurnagar.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Khandwa,,https://khandwa.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Kolhapur,,https://kolhapur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Kondagaon,,https://kondagaon.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Lalitpur,,https://lalitpur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Mahasamund,,https://mahasamund.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Mirzapur,,https://mirzapur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Nandurbar,,https://nandurbar.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Neemuch,,https://neemuch.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Panna,,https://panna.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Pilibhit,,https://pilibhit.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Rampur,,https://rampur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Reasi,,https://reasi.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Sehore,,https://sehore.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Shamli,,https://shamli.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Sindhudurg,,https://sindhudurg.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Sitapur,,https://sitapur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Sultanpur,,https://sultanpur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Surajpur,,https://surajpur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Surguja,,https://surguja.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Thane,,https://thane.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,District and Sessions Court Wayanad,,https://wayanad.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Ahmednagar",,https://ahmednagar.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Akola",,https://akola.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Balod",,https://balod.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Balrampur-Ramanujganj",,https://balrampur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Bharatpur",,https://bharatpur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Buldana",,https://buldana.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Churachandpur",,https://churachandpur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Imphal East",,https://imphaleast.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Jaipur District",,https://jaipurdistrict.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Jalgaon",,https://jalgaon.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Jashpur",,https://jashpur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Korea",,https://korea.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Mau",,https://mau.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Mungeli",,https://mungeli.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Pasighat",,https://pasighat.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Pratapgarh",,https://pratapgarh.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Rajnandgaon",,https://rajnandgaon.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Ri Bhoi District, Nongpoh",,https://nongpoh.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Sangli",,https://sangli.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Satara",,https://satara.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Senapati",,https://senapati.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, South Andaman",,https://southandaman.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, South Bastar Dantewada",,https://dantewada.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Tamenglong",,https://tamenglong.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Ukhrul",,https://ukhrul.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Washim",,https://washim.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, West Khasi Hills District, Nongstoiñ",,https://nongstoin.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court, Yupia, Papum Pare District",,https://yupia.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Court,Thoubal",,https://thoubal.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Judge Court, Boudh",,https://boudh.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Judge Court, Cuttack",,https://cuttack.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Judge Court, Deogarh",,https://deogarh.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Judge Court, Dhalai Tripura",,https://dhalaitrp.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Judge Court, Ganjam at Berhampur",,https://ganjam.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Judge Court, Khowai District",,https://khowaitrp.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Judge Court, North Tripura",,https://northtripura.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Judge Court, Sepahijala District",,https://sepahijalatrp.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"District and Sessions Judge Court, South Tripura District",,https://southtripura.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"Distrtict & Sessions Court, Jharsuguda",,https://jharsuguda.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Dwarka Court South West Delhi | India,,https://southwestdelhi.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"East District Court, Delhi",,https://eastdelhi.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,East Godavari District Court,,https://eastgodavari.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,East Kameng District Judiciary,,https://seppa.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,East Khasi Hills District Court,,https://shillong.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Erode District Court,,https://erode.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Goalpara District Judiciary,,https://goalpara.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Golaghat District Judiciary,,https://golaghat.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Guntur District Court,,https://guntur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Hailakandi District Judiciary,,https://hailakandi.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Hanumangarh District Court,,https://hanumangarh.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Hyderabad Integrated Family Courts,,https://hydifc.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Industrial and Labour Courts Ahmedabad - Gujarat,,https://indcourtguj.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,JMFC cum Civil Judge (Jr. Div.) Yingkiong,,https://yingkiong.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,JOGULAMBA GADWAL DISTRICT JUDICIARY,,https://gadwal.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Jaisalmer District Court,,https://jaisalmer.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Jalpaiguri District Court,,https://jalpaiguri.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Jayashankar Bhupalapally District Judiciary,,https://bhupalapally.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Jorhat District Judiciary,,https://jorhat.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"Judicial Magistrate First Class cum Civil Judge Court, Longding District",,https://longding.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"Judicial Magistrate First Class-cum-Civil Court (Junior Division), Tawang District",,https://tawang.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"Judicial Magistrate First Class-cum-Civil Court, Anjaw District",,https://hawai.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"Judicial Magistrate First Class-cum-Civil Court, Dibang Valley District",,https://anini.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"Judicial Magistrate First Class-cum-Civil Court, Namsai District",,https://namsai.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Judicial Magistrate First Class-cum-Civil Judge(Jr. Div.),,https://pangin.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Judicial Magistratre First Class Magistratre,,https://koloriang.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Kadapa District Court,,https://kadapa.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Kallakurichi District Court,,https://kallakurichi.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Kamrup Metro District Judiciary,,https://kamrupmetro.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"Kamrup, Amingaon District Judiciary",,https://kamrup.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Kanchipuram District Court,,https://kanchipuram.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Kanniyakumari District Court,,https://kanniyakumari.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Karaikal District Court,,https://karaikal.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"Karauli, District Court",,https://karauli.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Karbi Anglong District Judiciary,,https://karbianglong.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Karimganj District Judiciary,,https://karimganj.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Karimnagar District Judiciary,,https://karimnagar.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Karur District Court,,https://karur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Khagaria District Court,,https://khagaria.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Kiphire District Court,,https://kiphire.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Kishanganj District Court,,https://kishanganj.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Kohima District Court,,https://kohima.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Kokrajhar District Judiciary,,https://kokrajhar.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Krishna District Court,,https://krishna.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Krishnagiri District Court,,https://krishnagiri.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Kurnool District Court,,https://kurnool.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Lakhimpur District Judiciary,,https://lakhimpur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Longleng District Court,,https://longleng.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Madurai District Court,,https://madurai.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Mahabubabad District Judiciary,,https://mahabubabad.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Mahabubnagar District Judiciary,,https://mahabubnagar.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Maharashtra Cooperative Courts,,https://mahcoop.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Maharashtra Family Courts,,https://mahafc.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Maharashtra Industrial and Labour Courts,,https://indus.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Mahe District Court,,https://mahe.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Majuli District Judiciary,,https://majuli.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Mayiladuthurai District Court,,https://mayiladuthurai.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Metropolitan Magistrates Courts - Ahmedabad - Gujarat,,https://ahmedabad-mmc.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"Metropolitan Sessions Judge, Hyderabad.",,https://hmsj.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Mokokchung District Court,,https://mokokchung.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Mon District Court,,https://mon.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Morigaon District Judiciary,,https://morigaon.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"Motor Accident Claims Tribunal, Mumbai",,https://mumact.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Nagaon District Judiciary,,https://nagaon.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Nagapattinam District Court,,https://nagapattinam.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Nagarkurnool District Judiciary,,https://nagarkurnool.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Nalbari District Judiciary,,https://nalbari.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Nalgonda District Judiciary,,https://nalgonda.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Namakkal District Court,,https://namakkal.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Nashik District Court,,https://nashik.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"New Delhi District Court, Delhi",,https://newdelhi.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"North East District Court, Delhi",,https://northeast.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Paschim Medinipur District Court,,https://paschimmedinipur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Peddapalli District Judiciary,,https://peddapalli.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Perambalur District Court,,https://perambalur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Peren District Court,,https://peren.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Phek District Court,,https://phek.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Prakasam District Court,,https://prakasam.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Presidency Small Cause Court,,https://psccourt.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Principal District & Sessions Court Betul (MP),,https://betul.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Principal District and Sessions Court Mandla,,https://mandla.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Principal District and Sessions Court Seoni,,https://seoni.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Prl. District and Sessions Court Bagalkot,,https://bagalkot.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Puducherry District Court,,https://puducherry.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Pudukkottai District Court,,https://pudukkottai.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Purba Medinipur District Court,,https://purbamedinipur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Purnea District Court,,https://purnea.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Rajanna Sircilla District Judiciary,,https://rajannasircilla.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Ramanathapuram District Court,,https://ramanathapuram.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Ranipet District Court,,https://ranipet.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,SPSR Nellore District Court,,https://spsrnellore.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Salem District Court,,https://salem.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Sangareddy Judicial District,,https://sangareddy.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"Shahdara District Court, Delhi",,https://shahdara.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Sheohar District Court,,https://sheohar.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Sivagangai District Court,,https://sivagangai.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Sivasagar District Judiciary,,https://sivasagar.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Sonitpur District Judiciary,,https://sonitpur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"South District Court, New Delhi",,https://southdelhi.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,South Garo Hills District Court,,https://baghmara.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,South Salmara-Mankachar District Judiciary,,https://southsalmara.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,South West Khasi Hills District Court,,https://mawkyrwat.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"South-East District Court, New Delhi",,https://southeastdelhi.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Sri Ganganagar District Court,,https://ganganagar.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Srikakulam District Court,,https://srikakulam.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Suryapet District Judiciary,,https://suryapet.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Tenkasi District Court,,https://tenkasi.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Thanjavur District Court,,https://thanjavur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,The Nilgiris District Court,,https://nilgiris.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Theni District Court,,https://theni.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Thoothukudi District Court,,https://thoothukudi.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Tinsukia District Judiciary,,https://tinsukia.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Tiruchirappalli District Court,,https://tiruchirappalli.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Tirunelveli District Court,,https://tirunelveli.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Tirupathur District Court,,https://tirupathur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Tiruppur District Court,,https://tiruppur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Tiruvallur District Court,,https://tiruvallur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Tiruvannamalai District Court,,https://tiruvannamalai.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Tiruvarur District Court,,https://tiruvarur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Tuensang District Court,,https://tuensang.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Udalguri District Court,,https://udalguri.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Uttar Dinajpur District Court,,https://northdinajpur.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Vellore District Court,,https://vellore.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Villupuram District Court,,https://viluppuram.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Virudhunagar District Court,,https://virudhunagar.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Visakhapatnam District Court,,https://visakhapatnam.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Vizianagaram District Court,,https://vizianagaram.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,WANAPARTHY DISTRICT JUDICIARY,,https://wanaparthy.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,West Champaran,,https://bettiah.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,"West District Court, Delhi",,https://westdelhi.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,West Godavari District Court,,https://westgodavari.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,West Karbi Anglong District Judiciary,,https://westkarbianglong.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Williamnagar District Court,,https://williamnagar.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
jud,,J003,District Courts,Wokha District Court,,https://wokha.dcourts.gov.in,https://igod.gov.in/jud/J003/organizations
